sbj speed density distance duration resp
10.000000 20.000000 20.000000 250.000000 35.000000 1.701242
10.000000 10.000000 20.000000 250.000000 70.000000 1.427282
10.000000 20.000000 20.000000 250.000000 70.000000 0.146648
10.000000 10.000000 99.000000 210.000000 35.000000 2.309461
10.000000 20.000000 99.000000 210.000000 35.000000 1.991162
10.000000 10.000000 99.000000 210.000000 70.000000 1.010663
10.000000 20.000000 99.000000 210.000000 70.000000 0.183476
10.000000 10.000000 99.000000 230.000000 35.000000 2.614592
10.000000 20.000000 99.000000 230.000000 35.000000 2.102289
10.000000 10.000000 99.000000 230.000000 70.000000 1.360689
10.000000 20.000000 99.000000 230.000000 70.000000 0.202472
10.000000 10.000000 99.000000 250.000000 35.000000 2.878570
10.000000 20.000000 99.000000 250.000000 35.000000 1.828760
10.000000 10.000000 99.000000 250.000000 70.000000 1.814389
10.000000 20.000000 99.000000 250.000000 70.000000 0.717366
11.000000 10.000000 1.000000 210.000000 35.000000 2.425982
11.000000 20.000000 1.000000 210.000000 35.000000 1.440940
11.000000 10.000000 1.000000 210.000000 70.000000 0.980721
11.000000 20.000000 1.000000 210.000000 70.000000 0.726967
11.000000 10.000000 1.000000 230.000000 35.000000 2.575434
11.000000 20.000000 1.000000 230.000000 35.000000 1.692863
11.000000 10.000000 1.000000 230.000000 70.000000 1.216697
11.000000 20.000000 1.000000 230.000000 70.000000 0.531156
11.000000 10.000000 1.000000 250.000000 35.000000 2.252309
11.000000 20.000000 1.000000 250.000000 35.000000 1.958811
11.000000 10.000000 1.000000 250.000000 70.000000 1.348437
11.000000 20.000000 1.000000 250.000000 70.000000 0.842900
11.000000 10.000000 10.000000 210.000000 35.000000 1.776797
11.000000 20.000000 10.000000 210.000000 35.000000 1.539087
11.000000 10.000000 10.000000 210.000000 70.000000 1.325228
11.000000 20.000000 10.000000 210.000000 70.000000 0.703274
11.000000 10.000000 10.000000 230.000000 35.000000 2.491294
11.000000 20.000000 10.000000 230.000000 35.000000 1.658720
11.000000 10.000000 10.000000 230.000000 70.000000 1.211366
11.000000 20.000000 10.000000 230.000000 70.000000 0.594174
11.000000 10.000000 10.000000 250.000000 35.000000 2.111834
11.000000 20.000000 10.000000 250.000000 35.000000 1.673597
11.000000 10.000000 10.000000 250.000000 70.000000 1.271980
11.000000 20.000000 10.000000 250.000000 70.000000 0.747461
11.000000 10.000000 20.000000 210.000000 35.000000 1.471038
11.000000 20.000000 20.000000 210.000000 35.000000 1.412097
11.000000 10.000000 20.000000 210.000000 70.000000 1.029714
11.000000 20.000000 20.000000 210.000000 70.000000 0.273423
11.000000 10.000000 20.000000 230.000000 35.000000 2.304262
11.000000 20.000000 20.000000 230.000000 35.000000 1.503092
11.000000 10.000000 20.000000 230.000000 70.000000 0.990057
11.000000 20.000000 20.000000 230.000000 70.000000 0.532634
11.000000 10.000000 20.000000 250.000000 35.000000 1.738850
11.000000 20.000000 20.000000 250.000000 35.000000 1.464112
11.000000 10.000000 20.000000 250.000000 70.000000 1.313655
11.000000 20.000000 20.000000 250.000000 70.000000 0.689099
11.000000 10.000000 99.000000 210.000000 35.000000 1.829644
11.000000 20.000000 99.000000 210.000000 35.000000 1.463792
11.000000 10.000000 99.000000 210.000000 70.000000 1.461174
11.000000 20.000000 99.000000 210.000000 70.000000 0.906714
11.000000 10.000000 99.000000 230.000000 35.000000 2.146318
11.000000 20.000000 99.000000 230.000000 35.000000 1.681666
11.000000 10.000000 99.000000 230.000000 70.000000 1.603613
11.000000 20.000000 99.000000 230.000000 70.000000 0.809061
11.000000 10.000000 99.000000 250.000000 35.000000 2.171130
11.000000 20.000000 99.000000 250.000000 35.000000 1.906345
11.000000 10.000000 99.000000 250.000000 70.000000 1.374456
11.000000 20.000000 99.000000 250.000000 70.000000 1.032043
12.000000 10.000000 1.000000 210.000000 35.000000 1.596996
12.000000 20.000000 1.000000 210.000000 35.000000 1.704469
12.000000 10.000000 1.000000 210.000000 70.000000 1.362435
12.000000 20.000000 1.000000 210.000000 70.000000 0.350199
12.000000 10.000000 1.000000 230.000000 35.000000 1.818323
12.000000 20.000000 1.000000 230.000000 35.000000 1.704896
12.000000 10.000000 1.000000 230.000000 70.000000 1.732228
12.000000 20.000000 1.000000 230.000000 70.000000 0.565000
12.000000 10.000000 1.000000 250.000000 35.000000 2.075541
12.000000 20.000000 1.000000 250.000000 35.000000 1.706867
12.000000 10.000000 1.000000 250.000000 70.000000 0.820963
12.000000 20.000000 1.000000 250.000000 70.000000 0.964446
12.000000 10.000000 10.000000 210.000000 35.000000 2.031018
12.000000 20.000000 10.000000 210.000000 35.000000 1.430393
12.000000 10.000000 10.000000 210.000000 70.000000 0.777948
12.000000 20.000000 10.000000 210.000000 70.000000 0.294894
12.000000 10.000000 10.000000 230.000000 35.000000 2.234922
12.000000 20.000000 10.000000 230.000000 35.000000 1.604924
12.000000 10.000000 10.000000 230.000000 70.000000 1.598221
12.000000 20.000000 10.000000 230.000000 70.000000 0.278714
12.000000 10.000000 10.000000 250.000000 35.000000 2.285212
12.000000 20.000000 10.000000 250.000000 35.000000 1.449303
12.000000 10.000000 10.000000 250.000000 70.000000 1.402919
12.000000 20.000000 10.000000 250.000000 70.000000 0.556838
12.000000 10.000000 20.000000 210.000000 35.000000 1.801546
12.000000 20.000000 20.000000 210.000000 35.000000 1.295365
12.000000 10.000000 20.000000 210.000000 70.000000 0.741023
12.000000 20.000000 20.000000 210.000000 70.000000 0.190576
12.000000 10.000000 20.000000 230.000000 35.000000 1.547771
12.000000 20.000000 20.000000 230.000000 35.000000 1.138718
12.000000 10.000000 20.000000 230.000000 70.000000 1.483388
12.000000 20.000000 20.000000 230.000000 70.000000 0.263693
12.000000 10.000000 20.000000 250.000000 35.000000 1.730387
12.000000 20.000000 20.000000 250.000000 35.000000 1.049051
12.000000 10.000000 20.000000 250.000000 70.000000 1.631208
12.000000 20.000000 20.000000 250.000000 70.000000 0.467729
12.000000 10.000000 99.000000 210.000000 35.000000 1.523848
12.000000 20.000000 99.000000 210.000000 35.000000 1.270094
12.000000 10.000000 99.000000 210.000000 70.000000 1.032107
12.000000 20.000000 99.000000 210.000000 70.000000 0.131318
12.000000 10.000000 99.000000 230.000000 35.000000 1.992221
12.000000 20.000000 99.000000 230.000000 35.000000 1.447085
12.000000 10.000000 99.000000 230.000000 70.000000 1.112550
12.000000 20.000000 99.000000 230.000000 70.000000 0.336321
12.000000 10.000000 99.000000 250.000000 35.000000 1.945127
12.000000 20.000000 99.000000 250.000000 35.000000 1.414656
12.000000 10.000000 99.000000 250.000000 70.000000 1.170646
12.000000 20.000000 99.000000 250.000000 70.000000 0.582406
13.000000 10.000000 1.000000 210.000000 35.000000 1.938031
13.000000 20.000000 1.000000 210.000000 35.000000 0.791363
13.000000 10.000000 1.000000 210.000000 70.000000 0.298331
13.000000 20.000000 1.000000 210.000000 70.000000 0.017613
13.000000 10.000000 1.000000 230.000000 35.000000 1.796730
13.000000 20.000000 1.000000 230.000000 35.000000 1.105013
13.000000 10.000000 1.000000 230.000000 70.000000 0.831974
13.000000 20.000000 1.000000 230.000000 70.000000 0.017661
13.000000 10.000000 1.000000 250.000000 35.000000 2.500820
13.000000 20.000000 1.000000 250.000000 35.000000 1.324211
13.000000 10.000000 1.000000 250.000000 70.000000 1.022786
13.000000 20.000000 1.000000 250.000000 70.000000 0.111945
13.000000 10.000000 10.000000 210.000000 35.000000 1.695194
13.000000 20.000000 10.000000 210.000000 35.000000 0.869793
13.000000 10.000000 10.000000 210.000000 70.000000 0.214723
13.000000 20.000000 10.000000 210.000000 70.000000 0.758709
13.000000 10.000000 10.000000 230.000000 35.000000 1.616378
13.000000 20.000000 10.000000 230.000000 35.000000 0.758330
13.000000 10.000000 10.000000 230.000000 70.000000 0.340596
13.000000 20.000000 10.000000 230.000000 70.000000 0.017797
13.000000 10.000000 10.000000 250.000000 35.000000 2.196895
13.000000 20.000000 10.000000 250.000000 35.000000 0.865018
13.000000 10.000000 10.000000 250.000000 70.000000 0.363899
13.000000 20.000000 10.000000 250.000000 70.000000 0.017799
13.000000 10.000000 20.000000 210.000000 35.000000 1.389435
13.000000 20.000000 20.000000 210.000000 35.000000 0.617098
13.000000 10.000000 20.000000 210.000000 70.000000 0.236766
13.000000 20.000000 20.000000 210.000000 70.000000 0.017756
13.000000 10.000000 20.000000 230.000000 35.000000 1.998038
13.000000 20.000000 20.000000 230.000000 35.000000 0.559889
13.000000 10.000000 20.000000 230.000000 70.000000 0.312847
13.000000 20.000000 20.000000 230.000000 70.000000 0.017676
13.000000 10.000000 20.000000 250.000000 35.000000 1.721842
13.000000 20.000000 20.000000 250.000000 35.000000 0.906508
13.000000 10.000000 20.000000 250.000000 70.000000 0.764971
13.000000 20.000000 20.000000 250.000000 70.000000 0.664099
13.000000 10.000000 99.000000 210.000000 35.000000 1.789308
13.000000 20.000000 99.000000 210.000000 35.000000 0.874528
13.000000 10.000000 99.000000 210.000000 70.000000 0.322571
13.000000 20.000000 99.000000 210.000000 70.000000 0.017741
13.000000 10.000000 99.000000 230.000000 35.000000 2.374664
13.000000 20.000000 99.000000 230.000000 35.000000 1.179590
13.000000 10.000000 99.000000 230.000000 70.000000 0.705682
13.000000 20.000000 99.000000 230.000000 70.000000 0.211500
13.000000 10.000000 99.000000 250.000000 35.000000 2.300491
13.000000 20.000000 99.000000 250.000000 35.000000 1.565851
13.000000 10.000000 99.000000 250.000000 70.000000 1.346065
13.000000 20.000000 99.000000 250.000000 70.000000 0.179830
14.000000 10.000000 1.000000 210.000000 35.000000 3.584739
14.000000 20.000000 1.000000 210.000000 35.000000 1.888401
14.000000 10.000000 1.000000 210.000000 70.000000 1.163886
14.000000 20.000000 1.000000 210.000000 70.000000 0.315182
14.000000 10.000000 1.000000 230.000000 35.000000 4.168902
14.000000 20.000000 1.000000 230.000000 35.000000 2.806137
14.000000 10.000000 1.000000 230.000000 70.000000 1.408425
14.000000 20.000000 1.000000 230.000000 70.000000 0.729770
14.000000 10.000000 1.000000 250.000000 35.000000 3.966582
14.000000 20.000000 1.000000 250.000000 35.000000 2.554692
14.000000 10.000000 1.000000 250.000000 70.000000 2.632901
14.000000 20.000000 1.000000 250.000000 70.000000 1.111674
14.000000 10.000000 10.000000 210.000000 35.000000 3.366609
14.000000 20.000000 10.000000 210.000000 35.000000 1.254142
14.000000 10.000000 10.000000 210.000000 70.000000 1.172960
14.000000 20.000000 10.000000 210.000000 70.000000 0.435357
14.000000 10.000000 10.000000 230.000000 35.000000 2.196656
14.000000 20.000000 10.000000 230.000000 35.000000 1.480822
14.000000 10.000000 10.000000 230.000000 70.000000 1.697131
14.000000 20.000000 10.000000 230.000000 70.000000 0.723396
14.000000 10.000000 10.000000 250.000000 35.000000 3.150141
14.000000 20.000000 10.000000 250.000000 35.000000 1.877045
14.000000 10.000000 10.000000 250.000000 70.000000 1.633595
14.000000 20.000000 10.000000 250.000000 70.000000 0.606951
14.000000 10.000000 20.000000 210.000000 35.000000 3.187299
14.000000 20.000000 20.000000 210.000000 35.000000 1.148505
14.000000 10.000000 20.000000 210.000000 70.000000 1.204978
14.000000 20.000000 20.000000 210.000000 70.000000 0.350268
14.000000 10.000000 20.000000 230.000000 35.000000 3.165676
14.000000 20.000000 20.000000 230.000000 35.000000 1.128714
14.000000 10.000000 20.000000 230.000000 70.000000 1.481057
14.000000 20.000000 20.000000 230.000000 70.000000 0.291919
14.000000 10.000000 20.000000 250.000000 35.000000 2.902466
14.000000 20.000000 20.000000 250.000000 35.000000 2.076595
14.000000 10.000000 20.000000 250.000000 70.000000 1.655554
14.000000 20.000000 20.000000 250.000000 70.000000 0.505354
14.000000 10.000000 99.000000 210.000000 35.000000 2.477580
14.000000 20.000000 99.000000 210.000000 35.000000 1.618109
14.000000 10.000000 99.000000 210.000000 70.000000 1.177687
14.000000 20.000000 99.000000 210.000000 70.000000 0.294120
14.000000 10.000000 99.000000 230.000000 35.000000 2.318626
14.000000 20.000000 99.000000 230.000000 35.000000 1.516228
14.000000 10.000000 99.000000 230.000000 70.000000 1.227486
14.000000 20.000000 99.000000 230.000000 70.000000 0.472680
14.000000 10.000000 99.000000 250.000000 35.000000 2.583284
14.000000 20.000000 99.000000 250.000000 35.000000 2.048370
14.000000 10.000000 99.000000 250.000000 70.000000 1.574077
14.000000 20.000000 99.000000 250.000000 70.000000 0.877293
