sbj speed density distance duration resp
4.000000 20.000000 99.000000 230.000000 70.000000 0.334749
4.000000 10.000000 99.000000 250.000000 35.000000 1.864142
4.000000 20.000000 99.000000 250.000000 35.000000 1.666720
4.000000 10.000000 99.000000 250.000000 70.000000 1.633085
4.000000 20.000000 99.000000 250.000000 70.000000 0.962350
5.000000 10.000000 1.000000 210.000000 35.000000 3.463976
5.000000 20.000000 1.000000 210.000000 35.000000 1.383843
5.000000 10.000000 1.000000 210.000000 70.000000 0.940182
5.000000 20.000000 1.000000 210.000000 70.000000 0.119587
5.000000 10.000000 1.000000 230.000000 35.000000 3.177411
5.000000 20.000000 1.000000 230.000000 35.000000 1.580601
5.000000 10.000000 1.000000 230.000000 70.000000 1.011346
5.000000 20.000000 1.000000 230.000000 70.000000 0.226274
5.000000 10.000000 1.000000 250.000000 35.000000 3.813451
5.000000 20.000000 1.000000 250.000000 35.000000 2.313477
5.000000 10.000000 1.000000 250.000000 70.000000 1.462187
5.000000 20.000000 1.000000 250.000000 70.000000 0.555606
5.000000 10.000000 10.000000 210.000000 35.000000 2.501528
5.000000 20.000000 10.000000 210.000000 35.000000 1.460166
5.000000 10.000000 10.000000 210.000000 70.000000 0.639834
5.000000 20.000000 10.000000 210.000000 70.000000 0.094105
5.000000 10.000000 10.000000 230.000000 35.000000 2.553192
5.000000 20.000000 10.000000 230.000000 35.000000 1.435214
5.000000 10.000000 10.000000 230.000000 70.000000 0.987039
5.000000 20.000000 10.000000 230.000000 70.000000 0.172827
5.000000 10.000000 10.000000 250.000000 35.000000 3.423695
5.000000 20.000000 10.000000 250.000000 35.000000 1.866178
5.000000 10.000000 10.000000 250.000000 70.000000 1.391270
5.000000 20.000000 10.000000 250.000000 70.000000 0.231782
5.000000 10.000000 20.000000 210.000000 35.000000 2.204189
5.000000 20.000000 20.000000 210.000000 35.000000 1.482465
5.000000 10.000000 20.000000 210.000000 70.000000 0.724050
5.000000 20.000000 20.000000 210.000000 70.000000 0.017727
5.000000 10.000000 20.000000 230.000000 35.000000 2.133958
5.000000 20.000000 20.000000 230.000000 35.000000 1.842429
5.000000 10.000000 20.000000 230.000000 70.000000 0.853331
5.000000 20.000000 20.000000 230.000000 70.000000 0.182913
5.000000 10.000000 20.000000 250.000000 35.000000 3.766986
5.000000 20.000000 20.000000 250.000000 35.000000 1.701147
5.000000 10.000000 20.000000 250.000000 70.000000 1.366033
5.000000 20.000000 20.000000 250.000000 70.000000 0.175526
5.000000 10.000000 99.000000 210.000000 35.000000 2.549219
5.000000 20.000000 99.000000 210.000000 35.000000 1.410236
5.000000 10.000000 99.000000 210.000000 70.000000 0.852547
5.000000 20.000000 99.000000 210.000000 70.000000 0.228935
5.000000 10.000000 99.000000 230.000000 35.000000 3.026563
5.000000 20.000000 99.000000 230.000000 35.000000 2.652845
5.000000 10.000000 99.000000 230.000000 70.000000 1.288046
5.000000 20.000000 99.000000 230.000000 70.000000 0.398095
5.000000 10.000000 99.000000 250.000000 35.000000 2.555952
5.000000 20.000000 99.000000 250.000000 35.000000 2.359844
5.000000 10.000000 99.000000 250.000000 70.000000 1.499128
5.000000 20.000000 99.000000 250.000000 70.000000 0.771267
6.000000 10.000000 1.000000 210.000000 35.000000 3.338833
6.000000 20.000000 1.000000 210.000000 35.000000 1.493937
6.000000 10.000000 1.000000 210.000000 70.000000 2.069327
6.000000 20.000000 1.000000 210.000000 70.000000 0.396733
6.000000 10.000000 1.000000 230.000000 35.000000 2.696967
6.000000 20.000000 1.000000 230.000000 35.000000 1.958879
6.000000 10.000000 1.000000 230.000000 70.000000 2.275393
6.000000 20.000000 1.000000 230.000000 70.000000 1.403023
6.000000 10.000000 1.000000 250.000000 35.000000 3.062414
6.000000 20.000000 1.000000 250.000000 35.000000 1.859544
6.000000 10.000000 1.000000 250.000000 70.000000 2.346941
6.000000 20.000000 1.000000 250.000000 70.000000 1.304866
6.000000 10.000000 10.000000 210.000000 35.000000 2.210817
6.000000 20.000000 10.000000 210.000000 35.000000 1.298480
6.000000 10.000000 10.000000 210.000000 70.000000 2.002677
6.000000 20.000000 10.000000 210.000000 70.000000 0.744057
6.000000 10.000000 10.000000 230.000000 35.000000 2.734695
6.000000 20.000000 10.000000 230.000000 35.000000 2.284104
6.000000 10.000000 10.000000 230.000000 70.000000 2.127016
6.000000 20.000000 10.000000 230.000000 70.000000 1.269216
6.000000 10.000000 10.000000 250.000000 35.000000 2.926154
6.000000 20.000000 10.000000 250.000000 35.000000 1.975889
6.000000 10.000000 10.000000 250.000000 70.000000 2.388060
6.000000 20.000000 10.000000 250.000000 70.000000 1.601886
6.000000 10.000000 20.000000 210.000000 35.000000 2.659616
6.000000 20.000000 20.000000 210.000000 35.000000 1.302652
6.000000 10.000000 20.000000 210.000000 70.000000 1.799835
6.000000 20.000000 20.000000 210.000000 70.000000 0.889607
6.000000 10.000000 20.000000 230.000000 35.000000 2.473593
6.000000 20.000000 20.000000 230.000000 35.000000 1.999400
6.000000 10.000000 20.000000 230.000000 70.000000 1.551277
6.000000 20.000000 20.000000 230.000000 70.000000 0.912412
6.000000 10.000000 20.000000 250.000000 35.000000 2.698123
6.000000 20.000000 20.000000 250.000000 35.000000 2.125458
6.000000 10.000000 20.000000 250.000000 70.000000 1.839078
6.000000 20.000000 20.000000 250.000000 70.000000 0.900256
6.000000 10.000000 99.000000 210.000000 35.000000 1.755485
6.000000 20.000000 99.000000 210.000000 35.000000 1.815277
6.000000 10.000000 99.000000 210.000000 70.000000 1.638847
6.000000 20.000000 99.000000 210.000000 70.000000 0.606419
6.000000 10.000000 99.000000 230.000000 35.000000 1.978118
6.000000 20.000000 99.000000 230.000000 35.000000 1.838401
6.000000 10.000000 99.000000 230.000000 70.000000 1.497285
6.000000 20.000000 99.000000 230.000000 70.000000 0.944724
6.000000 10.000000 99.000000 250.000000 35.000000 2.759811
6.000000 20.000000 99.000000 250.000000 35.000000 2.313683
6.000000 10.000000 99.000000 250.000000 70.000000 2.076878
6.000000 20.000000 99.000000 250.000000 70.000000 1.202489
7.000000 10.000000 1.000000 210.000000 35.000000 1.649452
7.000000 20.000000 1.000000 210.000000 35.000000 1.518557
7.000000 10.000000 1.000000 210.000000 70.000000 0.978275
7.000000 20.000000 1.000000 210.000000 70.000000 0.577762
7.000000 10.000000 1.000000 230.000000 35.000000 1.957483
7.000000 20.000000 1.000000 230.000000 35.000000 1.465537
7.000000 10.000000 1.000000 230.000000 70.000000 0.994969
7.000000 20.000000 1.000000 230.000000 70.000000 0.612793
7.000000 10.000000 1.000000 250.000000 35.000000 1.757503
7.000000 20.000000 1.000000 250.000000 35.000000 1.517848
7.000000 10.000000 1.000000 250.000000 70.000000 1.272669
7.000000 20.000000 1.000000 250.000000 70.000000 0.727929
7.000000 10.000000 10.000000 210.000000 35.000000 1.727422
7.000000 20.000000 10.000000 210.000000 35.000000 1.088394
7.000000 10.000000 10.000000 210.000000 70.000000 1.019768
7.000000 20.000000 10.000000 210.000000 70.000000 0.406762
7.000000 10.000000 10.000000 230.000000 35.000000 1.732434
7.000000 20.000000 10.000000 230.000000 35.000000 1.329333
7.000000 10.000000 10.000000 230.000000 70.000000 1.000530
7.000000 20.000000 10.000000 230.000000 70.000000 0.667286
7.000000 10.000000 10.000000 250.000000 35.000000 1.659926
7.000000 20.000000 10.000000 250.000000 35.000000 1.348680
7.000000 10.000000 10.000000 250.000000 70.000000 1.182509
7.000000 20.000000 10.000000 250.000000 70.000000 0.657396
7.000000 10.000000 20.000000 210.000000 35.000000 1.518541
7.000000 20.000000 20.000000 210.000000 35.000000 1.160346
7.000000 10.000000 20.000000 210.000000 70.000000 1.106312
7.000000 20.000000 20.000000 210.000000 70.000000 0.434004
7.000000 10.000000 20.000000 230.000000 35.000000 1.705559
7.000000 20.000000 20.000000 230.000000 35.000000 1.268821
7.000000 10.000000 20.000000 230.000000 70.000000 1.081394
7.000000 20.000000 20.000000 230.000000 70.000000 0.455191
7.000000 10.000000 20.000000 250.000000 35.000000 1.604297
7.000000 20.000000 20.000000 250.000000 35.000000 1.524579
7.000000 10.000000 20.000000 250.000000 70.000000 1.142251
7.000000 20.000000 20.000000 250.000000 70.000000 0.766428
7.000000 10.000000 99.000000 210.000000 35.000000 0.970482
7.000000 20.000000 99.000000 210.000000 35.000000 0.734005
7.000000 10.000000 99.000000 210.000000 70.000000 0.722697
7.000000 20.000000 99.000000 210.000000 70.000000 0.290987
7.000000 10.000000 99.000000 230.000000 35.000000 0.953226
7.000000 20.000000 99.000000 230.000000 35.000000 0.994436
7.000000 10.000000 99.000000 230.000000 70.000000 0.739059
7.000000 20.000000 99.000000 230.000000 70.000000 0.557257
7.000000 10.000000 99.000000 250.000000 35.000000 1.030050
7.000000 20.000000 99.000000 250.000000 35.000000 0.946276
7.000000 10.000000 99.000000 250.000000 70.000000 0.938753
7.000000 20.000000 99.000000 250.000000 70.000000 0.568334
8.000000 10.000000 1.000000 210.000000 35.000000 1.197342
8.000000 20.000000 1.000000 210.000000 35.000000 1.093145
8.000000 10.000000 1.000000 210.000000 70.000000 0.808333
8.000000 20.000000 1.000000 210.000000 70.000000 0.366376
8.000000 10.000000 1.000000 230.000000 35.000000 1.233157
8.000000 20.000000 1.000000 230.000000 35.000000 1.374612
8.000000 10.000000 1.000000 230.000000 70.000000 0.731684
8.000000 20.000000 1.000000 230.000000 70.000000 0.518284
8.000000 10.000000 1.000000 250.000000 35.000000 1.372431
8.000000 20.000000 1.000000 250.000000 35.000000 1.157776
8.000000 10.000000 1.000000 250.000000 70.000000 1.035236
8.000000 20.000000 1.000000 250.000000 70.000000 0.707606
8.000000 10.000000 10.000000 210.000000 35.000000 1.272589
8.000000 20.000000 10.000000 210.000000 35.000000 0.834913
8.000000 10.000000 10.000000 210.000000 70.000000 0.944135
8.000000 20.000000 10.000000 210.000000 70.000000 0.475921
8.000000 10.000000 10.000000 230.000000 35.000000 1.457315
8.000000 20.000000 10.000000 230.000000 35.000000 0.940829
8.000000 10.000000 10.000000 230.000000 70.000000 0.960446
8.000000 20.000000 10.000000 230.000000 70.000000 0.525066
8.000000 10.000000 10.000000 250.000000 35.000000 1.368169
8.000000 20.000000 10.000000 250.000000 35.000000 1.104499
8.000000 10.000000 10.000000 250.000000 70.000000 1.059992
8.000000 20.000000 10.000000 250.000000 70.000000 0.413533
8.000000 10.000000 20.000000 210.000000 35.000000 1.425804
8.000000 20.000000 20.000000 210.000000 35.000000 1.147184
8.000000 10.000000 20.000000 210.000000 70.000000 0.736872
8.000000 20.000000 20.000000 210.000000 70.000000 0.381542
8.000000 10.000000 20.000000 230.000000 35.000000 1.166740
8.000000 20.000000 20.000000 230.000000 35.000000 1.161660
8.000000 10.000000 20.000000 230.000000 70.000000 1.058029
8.000000 20.000000 20.000000 230.000000 70.000000 0.413359
8.000000 10.000000 20.000000 250.000000 35.000000 1.243350
8.000000 20.000000 20.000000 250.000000 35.000000 0.975917
8.000000 10.000000 20.000000 250.000000 70.000000 0.971652
8.000000 20.000000 20.000000 250.000000 70.000000 0.610967
8.000000 10.000000 99.000000 210.000000 35.000000 1.052948
8.000000 20.000000 99.000000 210.000000 35.000000 0.814260
8.000000 10.000000 99.000000 210.000000 70.000000 0.744349
8.000000 20.000000 99.000000 210.000000 70.000000 0.360401
8.000000 10.000000 99.000000 230.000000 35.000000 0.973954
8.000000 20.000000 99.000000 230.000000 35.000000 0.981052
8.000000 10.000000 99.000000 230.000000 70.000000 0.771755
8.000000 20.000000 99.000000 230.000000 70.000000 0.441256
8.000000 10.000000 99.000000 250.000000 35.000000 1.004280
8.000000 20.000000 99.000000 250.000000 35.000000 0.942025
8.000000 10.000000 99.000000 250.000000 70.000000 0.686614
8.000000 20.000000 99.000000 250.000000 70.000000 0.628180
9.000000 10.000000 1.000000 210.000000 35.000000 3.022528
9.000000 20.000000 1.000000 210.000000 35.000000 1.896651
9.000000 10.000000 1.000000 210.000000 70.000000 1.188136
9.000000 20.000000 1.000000 210.000000 70.000000 0.863392
9.000000 10.000000 1.000000 230.000000 35.000000 3.554352
9.000000 20.000000 1.000000 230.000000 35.000000 2.226989
9.000000 10.000000 1.000000 230.000000 70.000000 1.578527
9.000000 20.000000 1.000000 230.000000 70.000000 0.960580
9.000000 10.000000 1.000000 250.000000 35.000000 4.166521
9.000000 20.000000 1.000000 250.000000 35.000000 2.451930
9.000000 10.000000 1.000000 250.000000 70.000000 1.755293
9.000000 20.000000 1.000000 250.000000 70.000000 1.744987
9.000000 10.000000 10.000000 210.000000 35.000000 2.823304
9.000000 20.000000 10.000000 210.000000 35.000000 1.991002
9.000000 10.000000 10.000000 210.000000 70.000000 2.375763
9.000000 20.000000 10.000000 210.000000 70.000000 1.167966
9.000000 10.000000 10.000000 230.000000 35.000000 3.059869
9.000000 20.000000 10.000000 230.000000 35.000000 1.974095
9.000000 10.000000 10.000000 230.000000 70.000000 1.424003
9.000000 20.000000 10.000000 230.000000 70.000000 1.011631
9.000000 10.000000 10.000000 250.000000 35.000000 3.264552
9.000000 20.000000 10.000000 250.000000 35.000000 2.285263
9.000000 10.000000 10.000000 250.000000 70.000000 1.953825
9.000000 20.000000 10.000000 250.000000 70.000000 1.157622
9.000000 10.000000 20.000000 210.000000 35.000000 2.971062
9.000000 20.000000 20.000000 210.000000 35.000000 1.773643
9.000000 10.000000 20.000000 210.000000 70.000000 1.170811
9.000000 20.000000 20.000000 210.000000 70.000000 0.399949
9.000000 10.000000 20.000000 230.000000 35.000000 2.908205
9.000000 20.000000 20.000000 230.000000 35.000000 1.988662
9.000000 10.000000 20.000000 230.000000 70.000000 1.392857
9.000000 20.000000 20.000000 230.000000 70.000000 1.207721
9.000000 10.000000 20.000000 250.000000 35.000000 2.673032
9.000000 20.000000 20.000000 250.000000 35.000000 2.605589
9.000000 10.000000 20.000000 250.000000 70.000000 1.813525
9.000000 20.000000 20.000000 250.000000 70.000000 1.151627
9.000000 10.000000 99.000000 210.000000 35.000000 3.361318
9.000000 20.000000 99.000000 210.000000 35.000000 1.484300
9.000000 10.000000 99.000000 210.000000 70.000000 1.920587
9.000000 20.000000 99.000000 210.000000 70.000000 0.540793
9.000000 10.000000 99.000000 230.000000 35.000000 2.972367
9.000000 20.000000 99.000000 230.000000 35.000000 2.651848
9.000000 10.000000 99.000000 230.000000 70.000000 1.497742
9.000000 20.000000 99.000000 230.000000 70.000000 0.405186
9.000000 10.000000 99.000000 250.000000 35.000000 2.778721
9.000000 20.000000 99.000000 250.000000 35.000000 2.234449
9.000000 10.000000 99.000000 250.000000 70.000000 2.366525
9.000000 20.000000 99.000000 250.000000 70.000000 1.180680
10.000000 10.000000 1.000000 210.000000 35.000000 2.409671
10.000000 20.000000 1.000000 210.000000 35.000000 1.717246
10.000000 10.000000 1.000000 210.000000 70.000000 1.437345
10.000000 20.000000 1.000000 210.000000 70.000000 0.165234
10.000000 10.000000 1.000000 230.000000 35.000000 3.021279
10.000000 20.000000 1.000000 230.000000 35.000000 2.030783
10.000000 10.000000 1.000000 230.000000 70.000000 1.657879
10.000000 20.000000 1.000000 230.000000 70.000000 0.151429
10.000000 10.000000 1.000000 250.000000 35.000000 4.157197
10.000000 20.000000 1.000000 250.000000 35.000000 2.623036
10.000000 10.000000 1.000000 250.000000 70.000000 1.935691
10.000000 20.000000 1.000000 250.000000 70.000000 0.992390
10.000000 10.000000 10.000000 210.000000 35.000000 2.030212
10.000000 20.000000 10.000000 210.000000 35.000000 1.578302
10.000000 10.000000 10.000000 210.000000 70.000000 1.433992
10.000000 20.000000 10.000000 210.000000 70.000000 0.155268
10.000000 10.000000 10.000000 230.000000 35.000000 2.486980
10.000000 20.000000 10.000000 230.000000 35.000000 1.513813
10.000000 10.000000 10.000000 230.000000 70.000000 1.623389
10.000000 20.000000 10.000000 230.000000 70.000000 0.100004
10.000000 10.000000 10.000000 250.000000 35.000000 3.432638
10.000000 20.000000 10.000000 250.000000 35.000000 1.664289
10.000000 10.000000 10.000000 250.000000 70.000000 2.104690
10.000000 20.000000 10.000000 250.000000 70.000000 0.248225
10.000000 10.000000 20.000000 210.000000 35.000000 2.973377
10.000000 20.000000 20.000000 210.000000 35.000000 1.208065
10.000000 10.000000 20.000000 210.000000 70.000000 1.396315
10.000000 20.000000 20.000000 210.000000 70.000000 2.519510
10.000000 10.000000 20.000000 230.000000 35.000000 2.620534
10.000000 20.000000 20.000000 230.000000 35.000000 1.776180
10.000000 10.000000 20.000000 230.000000 70.000000 1.168292
10.000000 20.000000 20.000000 230.000000 70.000000 0.126983
10.000000 10.000000 20.000000 250.000000 35.000000 3.228707
