sbj rep speed density distance duration resp
1.000000 2.000000 20.000000 20.000000 250.000000 70.000000 0.473312
1.000000 3.000000 20.000000 20.000000 250.000000 70.000000 0.592932
1.000000 4.000000 20.000000 20.000000 250.000000 70.000000 0.942600
1.000000 5.000000 20.000000 20.000000 250.000000 70.000000 0.733111
1.000000 1.000000 10.000000 99.000000 210.000000 35.000000 1.101433
1.000000 2.000000 10.000000 99.000000 210.000000 35.000000 1.277964
1.000000 3.000000 10.000000 99.000000 210.000000 35.000000 0.901084
1.000000 4.000000 10.000000 99.000000 210.000000 35.000000 1.233124
1.000000 5.000000 10.000000 99.000000 210.000000 35.000000 0.789736
1.000000 1.000000 20.000000 99.000000 210.000000 35.000000 0.825558
1.000000 2.000000 20.000000 99.000000 210.000000 35.000000 0.883163
1.000000 3.000000 20.000000 99.000000 210.000000 35.000000 0.709204
1.000000 4.000000 20.000000 99.000000 210.000000 35.000000 0.728862
1.000000 5.000000 20.000000 99.000000 210.000000 35.000000 0.720835
1.000000 1.000000 10.000000 99.000000 210.000000 70.000000 0.833101
1.000000 2.000000 10.000000 99.000000 210.000000 70.000000 0.701977
1.000000 3.000000 10.000000 99.000000 210.000000 70.000000 0.527450
1.000000 4.000000 10.000000 99.000000 210.000000 70.000000 0.697933
1.000000 5.000000 10.000000 99.000000 210.000000 70.000000 0.720132
1.000000 1.000000 20.000000 99.000000 210.000000 70.000000 0.306716
1.000000 2.000000 20.000000 99.000000 210.000000 70.000000 0.464730
1.000000 3.000000 20.000000 99.000000 210.000000 70.000000 0.520946
1.000000 4.000000 20.000000 99.000000 210.000000 70.000000 0.502109
1.000000 5.000000 20.000000 99.000000 210.000000 70.000000 0.351892
1.000000 1.000000 10.000000 99.000000 230.000000 35.000000 1.043606
1.000000 2.000000 10.000000 99.000000 230.000000 35.000000 1.159220
1.000000 3.000000 10.000000 99.000000 230.000000 35.000000 1.134320
1.000000 4.000000 10.000000 99.000000 230.000000 35.000000 1.058448
1.000000 5.000000 10.000000 99.000000 230.000000 35.000000 1.076699
1.000000 1.000000 20.000000 99.000000 230.000000 35.000000 0.707616
1.000000 2.000000 20.000000 99.000000 230.000000 35.000000 0.813207
1.000000 3.000000 20.000000 99.000000 230.000000 35.000000 0.816005
1.000000 4.000000 20.000000 99.000000 230.000000 35.000000 1.139761
1.000000 5.000000 20.000000 99.000000 230.000000 35.000000 1.018544
1.000000 1.000000 10.000000 99.000000 230.000000 70.000000 0.656579
1.000000 2.000000 10.000000 99.000000 230.000000 70.000000 0.656160
1.000000 3.000000 10.000000 99.000000 230.000000 70.000000 0.812853
1.000000 4.000000 10.000000 99.000000 230.000000 70.000000 0.647294
1.000000 5.000000 10.000000 99.000000 230.000000 70.000000 0.768721
1.000000 1.000000 20.000000 99.000000 230.000000 70.000000 0.527945
1.000000 2.000000 20.000000 99.000000 230.000000 70.000000 0.423871
1.000000 3.000000 20.000000 99.000000 230.000000 70.000000 0.611072
1.000000 4.000000 20.000000 99.000000 230.000000 70.000000 0.607985
1.000000 5.000000 20.000000 99.000000 230.000000 70.000000 0.662523
1.000000 1.000000 10.000000 99.000000 250.000000 35.000000 1.335442
1.000000 2.000000 10.000000 99.000000 250.000000 35.000000 0.988819
1.000000 3.000000 10.000000 99.000000 250.000000 35.000000 0.968588
1.000000 4.000000 10.000000 99.000000 250.000000 35.000000 1.100164
1.000000 5.000000 10.000000 99.000000 250.000000 35.000000 1.178116
1.000000 1.000000 20.000000 99.000000 250.000000 35.000000 0.654075
1.000000 2.000000 20.000000 99.000000 250.000000 35.000000 0.860379
1.000000 3.000000 20.000000 99.000000 250.000000 35.000000 0.839529
1.000000 4.000000 20.000000 99.000000 250.000000 35.000000 1.009301
1.000000 5.000000 20.000000 99.000000 250.000000 35.000000 0.865274
1.000000 1.000000 10.000000 99.000000 250.000000 70.000000 0.968971
1.000000 2.000000 10.000000 99.000000 250.000000 70.000000 0.685894
1.000000 3.000000 10.000000 99.000000 250.000000 70.000000 0.770937
1.000000 4.000000 10.000000 99.000000 250.000000 70.000000 1.109064
1.000000 5.000000 10.000000 99.000000 250.000000 70.000000 0.632567
1.000000 1.000000 20.000000 99.000000 250.000000 70.000000 0.631907
1.000000 2.000000 20.000000 99.000000 250.000000 70.000000 0.550220
1.000000 3.000000 20.000000 99.000000 250.000000 70.000000 1.254152
1.000000 4.000000 20.000000 99.000000 250.000000 70.000000 0.570254
1.000000 5.000000 20.000000 99.000000 250.000000 70.000000 0.711308
2.000000 1.000000 10.000000 1.000000 210.000000 35.000000 1.222336
2.000000 2.000000 10.000000 1.000000 210.000000 35.000000 0.778924
2.000000 3.000000 10.000000 1.000000 210.000000 35.000000 1.102600
2.000000 4.000000 10.000000 1.000000 210.000000 35.000000 0.918655
2.000000 5.000000 10.000000 1.000000 210.000000 35.000000 0.532826
2.000000 1.000000 20.000000 1.000000 210.000000 35.000000 0.719962
2.000000 2.000000 20.000000 1.000000 210.000000 35.000000 0.725674
2.000000 3.000000 20.000000 1.000000 210.000000 35.000000 0.766692
2.000000 4.000000 20.000000 1.000000 210.000000 35.000000 0.772100
2.000000 5.000000 20.000000 1.000000 210.000000 35.000000 0.404411
2.000000 1.000000 10.000000 1.000000 210.000000 70.000000 0.748254
2.000000 2.000000 10.000000 1.000000 210.000000 70.000000 0.754906
2.000000 3.000000 10.000000 1.000000 210.000000 70.000000 1.258905
2.000000 4.000000 10.000000 1.000000 210.000000 70.000000 0.704978
2.000000 5.000000 10.000000 1.000000 210.000000 70.000000 0.789419
2.000000 1.000000 20.000000 1.000000 210.000000 70.000000 0.540182
2.000000 2.000000 20.000000 1.000000 210.000000 70.000000 0.687311
2.000000 3.000000 20.000000 1.000000 210.000000 70.000000 0.699173
2.000000 4.000000 20.000000 1.000000 210.000000 70.000000 0.570019
2.000000 5.000000 20.000000 1.000000 210.000000 70.000000 0.627207
2.000000 1.000000 10.000000 1.000000 230.000000 35.000000 1.369598
2.000000 2.000000 10.000000 1.000000 230.000000 35.000000 1.199859
2.000000 3.000000 10.000000 1.000000 230.000000 35.000000 1.141898
2.000000 4.000000 10.000000 1.000000 230.000000 35.000000 1.108166
2.000000 5.000000 10.000000 1.000000 230.000000 35.000000 1.133444
2.000000 1.000000 20.000000 1.000000 230.000000 35.000000 1.101731
2.000000 2.000000 20.000000 1.000000 230.000000 35.000000 0.923805
2.000000 3.000000 20.000000 1.000000 230.000000 35.000000 0.573162
2.000000 4.000000 20.000000 1.000000 230.000000 35.000000 1.497325
2.000000 5.000000 20.000000 1.000000 230.000000 35.000000 1.126134
2.000000 1.000000 10.000000 1.000000 230.000000 70.000000 0.573617
2.000000 2.000000 10.000000 1.000000 230.000000 70.000000 0.762245
2.000000 3.000000 10.000000 1.000000 230.000000 70.000000 0.965344
2.000000 4.000000 10.000000 1.000000 230.000000 70.000000 0.869929
2.000000 5.000000 10.000000 1.000000 230.000000 70.000000 0.836687
2.000000 1.000000 20.000000 1.000000 230.000000 70.000000 0.644312
2.000000 2.000000 20.000000 1.000000 230.000000 70.000000 0.710168
2.000000 3.000000 20.000000 1.000000 230.000000 70.000000 0.914501
2.000000 4.000000 20.000000 1.000000 230.000000 70.000000 0.743670
2.000000 5.000000 20.000000 1.000000 230.000000 70.000000 0.628445
2.000000 1.000000 10.000000 1.000000 250.000000 35.000000 1.130276
2.000000 2.000000 10.000000 1.000000 250.000000 35.000000 1.243478
2.000000 3.000000 10.000000 1.000000 250.000000 35.000000 0.993907
2.000000 4.000000 10.000000 1.000000 250.000000 35.000000 0.766850
2.000000 5.000000 10.000000 1.000000 250.000000 35.000000 0.982612
2.000000 1.000000 20.000000 1.000000 250.000000 35.000000 0.735234
2.000000 2.000000 20.000000 1.000000 250.000000 35.000000 1.355099
2.000000 3.000000 20.000000 1.000000 250.000000 35.000000 0.886013
2.000000 4.000000 20.000000 1.000000 250.000000 35.000000 0.854083
2.000000 5.000000 20.000000 1.000000 250.000000 35.000000 0.828498
2.000000 1.000000 10.000000 1.000000 250.000000 70.000000 0.652220
2.000000 2.000000 10.000000 1.000000 250.000000 70.000000 0.821539
2.000000 3.000000 10.000000 1.000000 250.000000 70.000000 0.554190
2.000000 4.000000 10.000000 1.000000 250.000000 70.000000 1.080252
2.000000 5.000000 10.000000 1.000000 250.000000 70.000000 0.783928
2.000000 1.000000 20.000000 1.000000 250.000000 70.000000 0.764070
2.000000 2.000000 20.000000 1.000000 250.000000 70.000000 0.637303
2.000000 3.000000 20.000000 1.000000 250.000000 70.000000 0.907550
2.000000 4.000000 20.000000 1.000000 250.000000 70.000000 0.457397
2.000000 5.000000 20.000000 1.000000 250.000000 70.000000 0.750908
2.000000 1.000000 10.000000 10.000000 210.000000 35.000000 1.072231
2.000000 2.000000 10.000000 10.000000 210.000000 35.000000 0.873272
2.000000 3.000000 10.000000 10.000000 210.000000 35.000000 0.863125
2.000000 4.000000 10.000000 10.000000 210.000000 35.000000 0.876501
2.000000 5.000000 10.000000 10.000000 210.000000 35.000000 1.152895
2.000000 1.000000 20.000000 10.000000 210.000000 35.000000 0.884227
2.000000 2.000000 20.000000 10.000000 210.000000 35.000000 1.143462
2.000000 3.000000 20.000000 10.000000 210.000000 35.000000 0.661596
2.000000 4.000000 20.000000 10.000000 210.000000 35.000000 0.862345
2.000000 5.000000 20.000000 10.000000 210.000000 35.000000 0.866468
2.000000 1.000000 10.000000 10.000000 210.000000 70.000000 0.334768
2.000000 2.000000 10.000000 10.000000 210.000000 70.000000 0.929689
2.000000 3.000000 10.000000 10.000000 210.000000 70.000000 0.609172
2.000000 4.000000 10.000000 10.000000 210.000000 70.000000 0.881515
2.000000 5.000000 10.000000 10.000000 210.000000 70.000000 0.641693
2.000000 1.000000 20.000000 10.000000 210.000000 70.000000 0.515560
2.000000 2.000000 20.000000 10.000000 210.000000 70.000000 0.553126
2.000000 3.000000 20.000000 10.000000 210.000000 70.000000 0.754533
2.000000 4.000000 20.000000 10.000000 210.000000 70.000000 0.558630
2.000000 5.000000 20.000000 10.000000 210.000000 70.000000 0.621840
2.000000 1.000000 10.000000 10.000000 230.000000 35.000000 0.770512
2.000000 2.000000 10.000000 10.000000 230.000000 35.000000 1.220285
2.000000 3.000000 10.000000 10.000000 230.000000 35.000000 1.015030
2.000000 4.000000 10.000000 10.000000 230.000000 35.000000 0.856917
2.000000 5.000000 10.000000 10.000000 230.000000 35.000000 1.098219
2.000000 1.000000 20.000000 10.000000 230.000000 35.000000 0.964186
2.000000 2.000000 20.000000 10.000000 230.000000 35.000000 0.939665
2.000000 3.000000 20.000000 10.000000 230.000000 35.000000 0.909268
2.000000 4.000000 20.000000 10.000000 230.000000 35.000000 0.829026
2.000000 5.000000 20.000000 10.000000 230.000000 35.000000 0.735578
2.000000 1.000000 10.000000 10.000000 230.000000 70.000000 0.890018
2.000000 2.000000 10.000000 10.000000 230.000000 70.000000 0.781330
2.000000 3.000000 10.000000 10.000000 230.000000 70.000000 1.117677
2.000000 4.000000 10.000000 10.000000 230.000000 70.000000 0.801026
2.000000 5.000000 10.000000 10.000000 230.000000 70.000000 0.641321
2.000000 1.000000 20.000000 10.000000 230.000000 70.000000 0.829719
2.000000 2.000000 20.000000 10.000000 230.000000 70.000000 0.684681
2.000000 3.000000 20.000000 10.000000 230.000000 70.000000 0.568126
2.000000 4.000000 20.000000 10.000000 230.000000 70.000000 0.936624
2.000000 5.000000 20.000000 10.000000 230.000000 70.000000 0.363352
2.000000 1.000000 10.000000 10.000000 250.000000 35.000000 1.081851
2.000000 2.000000 10.000000 10.000000 250.000000 35.000000 1.021153
2.000000 3.000000 10.000000 10.000000 250.000000 35.000000 1.201339
2.000000 4.000000 10.000000 10.000000 250.000000 35.000000 1.321462
2.000000 5.000000 10.000000 10.000000 250.000000 35.000000 1.158941
2.000000 1.000000 20.000000 10.000000 250.000000 35.000000 0.884669
2.000000 2.000000 20.000000 10.000000 250.000000 35.000000 0.960163
2.000000 3.000000 20.000000 10.000000 250.000000 35.000000 1.025328
2.000000 4.000000 20.000000 10.000000 250.000000 35.000000 1.087716
2.000000 5.000000 20.000000 10.000000 250.000000 35.000000 1.114203
2.000000 1.000000 10.000000 10.000000 250.000000 70.000000 1.094053
2.000000 2.000000 10.000000 10.000000 250.000000 70.000000 0.887525
2.000000 3.000000 10.000000 10.000000 250.000000 70.000000 0.815216
2.000000 4.000000 10.000000 10.000000 250.000000 70.000000 0.891096
2.000000 5.000000 10.000000 10.000000 250.000000 70.000000 0.896839
2.000000 1.000000 20.000000 10.000000 250.000000 70.000000 0.894163
2.000000 2.000000 20.000000 10.000000 250.000000 70.000000 0.945402
2.000000 3.000000 20.000000 10.000000 250.000000 70.000000 0.510077
2.000000 4.000000 20.000000 10.000000 250.000000 70.000000 0.940367
2.000000 5.000000 20.000000 10.000000 250.000000 70.000000 0.904334
2.000000 1.000000 10.000000 20.000000 210.000000 35.000000 1.042787
2.000000 2.000000 10.000000 20.000000 210.000000 35.000000 0.810351
2.000000 3.000000 10.000000 20.000000 210.000000 35.000000 1.069161
2.000000 4.000000 10.000000 20.000000 210.000000 35.000000 0.786449
2.000000 5.000000 10.000000 20.000000 210.000000 35.000000 1.348726
2.000000 1.000000 20.000000 20.000000 210.000000 35.000000 0.894214
2.000000 2.000000 20.000000 20.000000 210.000000 35.000000 0.677000
2.000000 3.000000 20.000000 20.000000 210.000000 35.000000 0.735092
2.000000 4.000000 20.000000 20.000000 210.000000 35.000000 1.261447
2.000000 5.000000 20.000000 20.000000 210.000000 35.000000 0.866269
2.000000 1.000000 10.000000 20.000000 210.000000 70.000000 0.896304
2.000000 2.000000 10.000000 20.000000 210.000000 70.000000 0.719270
2.000000 3.000000 10.000000 20.000000 210.000000 70.000000 0.609445
2.000000 4.000000 10.000000 20.000000 210.000000 70.000000 0.846406
2.000000 5.000000 10.000000 20.000000 210.000000 70.000000 0.866840
2.000000 1.000000 20.000000 20.000000 210.000000 70.000000 0.609881
2.000000 2.000000 20.000000 20.000000 210.000000 70.000000 0.720426
2.000000 3.000000 20.000000 20.000000 210.000000 70.000000 0.580542
2.000000 4.000000 20.000000 20.000000 210.000000 70.000000 0.539147
2.000000 5.000000 20.000000 20.000000 210.000000 70.000000 0.631195
2.000000 1.000000 10.000000 20.000000 230.000000 35.000000 0.911658
2.000000 2.000000 10.000000 20.000000 230.000000 35.000000 0.784170
2.000000 3.000000 10.000000 20.000000 230.000000 35.000000 1.114006
2.000000 4.000000 10.000000 20.000000 230.000000 35.000000 1.106536
2.000000 5.000000 10.000000 20.000000 230.000000 35.000000 0.844093
2.000000 1.000000 20.000000 20.000000 230.000000 35.000000 1.238949
2.000000 2.000000 20.000000 20.000000 230.000000 35.000000 0.551168
2.000000 3.000000 20.000000 20.000000 230.000000 35.000000 0.976995
2.000000 4.000000 20.000000 20.000000 230.000000 35.000000 0.591195
2.000000 5.000000 20.000000 20.000000 230.000000 35.000000 0.961060
2.000000 1.000000 10.000000 20.000000 230.000000 70.000000 0.765426
2.000000 2.000000 10.000000 20.000000 230.000000 70.000000 0.859169
2.000000 3.000000 10.000000 20.000000 230.000000 70.000000 0.863304
2.000000 4.000000 10.000000 20.000000 230.000000 70.000000 0.794430
2.000000 5.000000 10.000000 20.000000 230.000000 70.000000 0.791924
2.000000 1.000000 20.000000 20.000000 230.000000 70.000000 0.541849
2.000000 2.000000 20.000000 20.000000 230.000000 70.000000 0.583796
2.000000 3.000000 20.000000 20.000000 230.000000 70.000000 0.358766
